,true_label,24,25,26,27,28
15892,T,10,4,5,6,11
15893,T,2,9,24,14,5
15894,S,9,8,16,26,0
15895,P,16,21,17,21,6
15896,G,9,8,16,26,0
15897,Z,7,13,15,18,27
15898,S,0,18,13,9,3
15899,X,4,24,25,22,9
15900,X,9,8,16,26,0
15901,F,20,20,19,6,20
15902,Y,3,5,6,2,12
15903,E,17,23,21,5,25
15904,L,11,22,11,7,17
15905,G,15,3,12,5,13
15906,H,17,23,21,4,22
15907,V,10,24,5,6,11
15908,Y,10,24,5,6,11
15909,T,10,4,5,6,24
15910,N,0,23,13,4,22
15911,E,9,8,16,26,0
15912,Q,15,3,12,5,13
15913,C,14,16,8,1,1
15914,Y,4,6,25,8,9
15915,J,4,2,3,22,18
15916,D,15,3,12,11,13
15917,K,5,1,18,23,25
15918,J,1,10,20,11,18
15919,F,20,20,23,19,20
15920,H,6,11,7,10,8
15921,A,21,0,1,24,23
15922,J,18,2,9,17,18
15923,E,12,21,4,21,21
15924,H,6,11,7,10,8
15925,U,2,9,24,14,5
15926,C,9,8,16,26,0
15927,G,5,1,18,23,2
15928,A,3,5,6,2,12
15929,A,21,0,1,0,19
15930,D,17,23,13,4,22
15931,E,1,10,20,11,4
15932,J,22,2,3,22,18
15933,N,8,6,0,15,26
15934,S,4,24,25,22,9
15935,D,13,7,14,20,15
15936,R,17,23,21,23,22
15937,Y,2,9,24,14,5
15938,T,10,20,5,6,11
15939,R,17,23,21,4,22
15940,M,16,21,17,21,6
15941,U,6,15,7,10,8
15942,U,5,1,18,8,2
15943,H,15,3,12,5,13
15944,L,22,0,20,25,4
15945,R,9,8,16,26,0
15946,I,22,2,3,25,14
15947,E,5,1,18,23,2
15948,W,8,6,0,15,26
15949,I,3,19,19,16,12
15950,Z,1,10,20,11,4
15951,J,22,2,3,25,18
15952,I,22,3,3,25,14
15953,L,11,22,11,7,17
15954,K,4,24,25,22,9
15955,Z,17,2,21,4,22
15956,H,0,23,13,4,3
15957,Q,12,21,4,21,21
15958,R,15,3,12,13,13
15959,Z,1,2,21,11,4
15960,T,8,6,25,8,26
15961,R,12,1,4,23,21
15962,T,12,21,4,21,21
15963,D,3,5,6,2,12
15964,Q,15,3,12,5,13
15965,C,5,1,18,23,2
15966,Q,13,7,14,20,15
15967,E,4,24,25,22,9
15968,O,5,1,18,23,2
15969,P,20,20,19,19,20
15970,O,13,7,14,20,15
15971,V,10,24,5,6,11
15972,L,11,22,11,7,17
15973,Y,10,24,5,6,11
15974,J,1,10,20,11,4
15975,G,12,21,4,21,21
15976,I,22,2,3,25,18
15977,P,1,10,23,11,4
15978,E,14,16,8,1,1
15979,K,16,21,17,21,6
15980,R,0,18,13,9,3
15981,X,17,23,21,4,22
15982,S,5,1,18,13,2
15983,D,15,3,12,13,13
15984,Q,15,3,12,5,13
15985,Z,7,13,15,18,27
15986,H,3,5,6,2,12
15987,B,15,3,12,13,13
15988,J,3,5,6,2,27
15989,R,5,1,4,23,21
15990,T,10,4,23,12,24
15991,L,11,22,11,7,17
15992,P,10,20,23,19,20
15993,U,4,24,25,22,9
15994,U,15,3,12,16,13
15995,D,17,23,21,4,22
15996,B,15,3,12,5,13
15997,G,15,3,12,5,13
15998,T,2,9,24,14,5
15999,H,6,11,7,10,8
16000,P,4,24,25,6,9
16001,T,19,12,22,3,16
16002,P,12,21,17,21,21
16003,D,1,10,20,11,4
16004,J,1,10,20,11,4
16005,C,14,16,8,1,1
16006,W,23,19,2,15,10
16007,D,15,3,12,13,13
16008,R,15,3,12,5,13
16009,X,3,5,6,5,25
16010,E,14,16,8,1,1
16011,E,7,13,15,18,27
16012,Z,7,13,15,18,27
16013,R,15,3,12,13,13
16014,P,20,20,19,19,20
16015,B,15,3,12,13,13
16016,Y,2,9,24,14,5
16017,D,5,1,18,23,2
16018,J,13,14,14,24,23
16019,A,21,0,1,24,23
16020,Y,10,4,23,12,24
16021,A,0,17,13,0,3
16022,D,5,1,18,23,2
16023,B,3,5,6,2,12
16024,X,1,10,20,11,4
16025,R,5,1,18,23,2
16026,Q,5,1,18,13,25
16027,O,15,3,12,13,13
16028,M,16,6,17,8,6
16029,B,1,10,20,11,4
16030,D,12,21,4,21,21
16031,O,5,1,18,13,2
16032,Z,7,2,15,18,18
16033,V,10,4,5,12,11
16034,M,23,19,2,16,10
16035,Y,2,9,24,14,5
16036,I,13,7,14,20,14
16037,G,5,1,18,23,2
16038,T,2,9,24,14,5
16039,O,5,1,4,23,2
16040,B,17,23,21,4,22
16041,V,19,4,23,12,24
16042,B,12,1,4,23,21
16043,L,11,22,11,7,17
16044,A,21,17,1,0,19
16045,M,8,6,0,8,9
16046,N,6,11,7,10,8
16047,G,5,1,18,23,2
16048,C,14,16,8,1,1
16049,E,1,10,10,11,4
16050,G,5,1,18,23,2
16051,P,0,18,19,9,3
16052,J,20,20,19,19,20
16053,V,16,21,17,21,6
16054,Z,9,8,16,26,0
16055,K,15,3,12,5,13
16056,H,0,18,13,4,3
16057,Z,17,23,21,4,22
16058,Y,10,24,5,6,11
16059,B,15,3,12,13,13
16060,J,22,2,3,4,18
16061,R,13,7,14,20,15
16062,W,8,6,0,8,26
16063,P,20,20,19,19,20
16064,P,20,20,19,19,20
16065,E,5,1,18,23,2
16066,J,18,14,9,17,7
16067,E,1,10,10,11,4
16068,G,0,18,13,9,3
16069,Q,15,3,12,5,13
16070,F,10,4,10,12,24
16071,E,17,23,21,4,22
16072,E,1,10,20,11,4
16073,S,7,13,15,18,27
16074,Y,19,4,23,12,24
16075,R,5,1,18,23,2
16076,S,7,13,15,13,27
16077,M,23,19,2,16,10
16078,U,19,12,22,3,16
16079,D,1,10,20,11,4
16080,L,11,22,11,7,17
16081,U,15,3,12,5,13
16082,I,13,7,14,20,14
16083,K,5,1,18,5,2
16084,B,15,13,12,13,27
16085,H,3,5,6,16,12
16086,N,13,7,14,20,15
16087,H,17,23,21,4,22
16088,M,13,7,14,20,15
16089,C,3,5,6,5,25
16090,D,16,21,17,23,6
16091,W,16,21,17,21,6
16092,Y,2,9,24,14,5
16093,W,8,6,0,15,26
16094,Y,2,9,24,14,5
16095,J,18,14,9,17,7
16096,O,13,7,14,20,15
16097,Z,17,2,21,4,18
16098,L,0,18,13,9,3
16099,A,0,17,13,9,3
16100,O,5,1,18,23,2
16101,X,12,5,4,2,21
16102,J,18,14,9,17,7
16103,F,10,20,5,6,11
16104,A,16,6,17,21,6
16105,P,12,21,17,21,6
16106,Y,4,24,25,22,9
16107,P,20,3,12,19,20
16108,U,19,4,10,12,24
16109,Z,7,13,15,18,27
16110,I,3,5,6,2,12
16111,P,20,20,19,19,20
16112,Z,7,13,15,18,27
16113,H,6,11,7,10,8
16114,P,20,20,19,6,20
16115,D,17,23,21,4,22
16116,N,23,24,10,15,10
16117,S,1,10,20,11,4
16118,U,6,15,7,10,8
16119,W,8,6,0,8,26
16120,V,8,6,0,8,26
16121,Q,12,1,4,23,21
16122,I,13,7,14,20,14
16123,D,5,1,18,23,2
16124,P,20,20,19,19,20
16125,S,9,8,16,26,0
16126,A,21,0,1,24,23
16127,J,22,2,3,25,18
16128,Y,2,9,22,14,16
16129,B,0,18,13,9,3
16130,T,2,24,5,6,11
16131,F,10,24,5,6,11
16132,B,9,8,16,26,0
16133,C,9,8,16,26,0
16134,U,14,24,10,22,1
16135,N,8,6,0,8,26
16136,C,4,24,25,22,9
16137,B,17,23,21,4,22
16138,A,21,0,1,24,23
16139,F,17,23,21,4,22
16140,U,4,24,10,22,9
16141,O,15,3,12,5,13
16142,P,20,20,19,19,20
16143,I,13,7,14,20,14
16144,V,10,24,5,6,11
16145,N,23,19,2,16,10
16146,S,17,23,21,4,22
16147,E,4,18,25,4,9
16148,O,15,3,12,26,13
16149,M,16,21,17,21,6
16150,D,13,7,14,20,15
16151,K,15,3,12,5,13
16152,N,19,4,22,12,24
16153,R,0,18,13,9,3
16154,G,9,8,16,26,0
16155,U,4,24,25,22,9
16156,B,17,23,21,4,22
16157,H,9,7,14,20,15
16158,A,21,17,9,0,19
16159,G,12,21,17,21,21
16160,K,15,3,12,5,13
16161,R,0,18,13,9,3
16162,F,10,20,5,6,11
16163,L,11,22,11,7,17
16164,O,5,1,18,23,2
16165,X,15,3,12,5,13
16166,Z,17,23,21,0,22
16167,N,5,1,18,23,2
16168,P,0,18,13,9,3
16169,B,15,3,12,13,13
16170,V,10,9,5,6,11
16171,T,10,20,5,6,11
16172,P,20,20,19,19,20
16173,P,20,20,19,19,20
16174,H,1,10,20,11,4
16175,A,21,17,13,0,19
16176,R,0,23,13,4,22
16177,T,2,9,24,14,5
16178,O,16,19,17,16,6
16179,L,11,22,11,7,17
16180,T,10,20,5,6,11
16181,T,2,9,24,14,5
16182,L,22,2,3,25,19
16183,C,14,16,10,1,1
16184,N,8,6,0,8,26
16185,O,15,3,12,13,13
16186,R,13,7,14,20,15
16187,P,17,23,21,4,22
16188,Z,3,5,6,2,12
16189,S,7,13,15,18,27
16190,Y,2,9,24,14,5
16191,W,19,12,22,3,16
16192,A,21,0,1,24,23
16193,X,13,7,14,20,15
16194,A,13,0,14,24,23
16195,K,15,3,12,16,13
16196,B,15,3,12,13,13
16197,I,13,7,14,20,15
16198,L,11,22,11,7,17
16199,G,12,5,4,2,25
16200,L,4,18,25,22,9
16201,M,23,0,2,16,10
16202,E,9,8,16,26,0
16203,Z,4,24,25,22,9
16204,I,22,2,3,25,14
16205,A,13,0,14,24,23
16206,R,5,1,18,23,2
16207,Z,17,23,21,4,22
16208,I,3,5,6,2,25
16209,U,6,15,7,10,8
16210,X,0,18,25,9,3
16211,W,8,6,0,8,26
16212,Y,19,4,23,12,24
16213,U,4,24,10,22,9
16214,Q,13,7,14,20,15
16215,L,15,3,12,13,13
16216,R,12,21,4,21,21
16217,M,23,19,2,16,10
16218,X,15,3,12,5,13
16219,K,12,1,4,23,21
16220,G,15,3,12,13,13
16221,Y,2,9,24,14,5
16222,A,21,0,1,24,19
16223,F,10,24,5,6,11
16224,A,21,0,1,24,19
16225,J,17,23,21,4,12
16226,M,16,21,17,21,6
16227,I,22,2,3,25,18
16228,Y,3,5,6,2,12
16229,N,23,10,2,11,10
16230,W,19,12,22,3,16
16231,L,22,10,20,25,4
16232,U,4,24,25,22,9
16233,Q,3,19,6,16,25
16234,C,9,8,16,26,0
16235,L,22,2,3,0,19
16236,A,21,0,1,24,23
16237,Y,4,24,2,22,9
16238,C,9,8,16,26,0
16239,P,3,5,6,2,12
16240,Z,4,18,25,9,3
16241,I,17,23,21,4,22
16242,G,12,21,4,21,21
16243,C,3,5,6,5,25
16244,K,1,10,10,22,4
16245,Q,13,7,14,5,15
16246,F,10,20,5,6,11
16247,M,17,23,21,16,12
16248,D,9,8,16,26,0
16249,S,3,5,6,2,25
16250,Z,17,23,21,4,22
16251,D,15,3,12,13,13
16252,N,3,5,6,16,12
16253,S,9,8,16,26,0
16254,L,3,5,6,2,12
16255,M,23,7,2,16,10
16256,I,13,7,14,20,14
16257,M,13,7,14,20,15
16258,Z,4,24,25,22,9
16259,M,23,19,2,16,10
16260,M,23,19,2,16,10
16261,N,13,7,14,20,15
16262,F,4,20,25,4,9
16263,N,23,19,2,16,10
16264,P,19,4,23,12,24
16265,U,4,24,25,22,9
16266,J,1,10,20,11,4
16267,B,13,7,14,20,15
16268,A,0,17,13,0,19
16269,E,17,23,21,4,22
16270,D,5,1,18,23,12
16271,V,19,12,22,3,16
16272,N,6,11,7,10,8
16273,X,17,23,21,4,22
16274,I,1,10,20,11,4
16275,V,2,9,24,14,5
16276,B,1,10,20,11,4
16277,B,0,18,13,9,3
16278,N,8,6,0,8,26
16279,R,12,5,4,2,21
16280,S,17,23,21,4,22
16281,T,8,20,5,6,11
16282,F,4,24,5,6,11
16283,B,5,1,18,23,2
16284,F,19,4,23,12,24
16285,R,5,1,18,23,2
16286,T,10,24,5,6,11
16287,D,1,10,20,11,4
16288,U,4,24,25,22,9
16289,U,12,21,4,2,21
16290,I,1,2,15,18,4
16291,T,10,20,5,6,11
16292,Q,17,23,21,4,22
16293,R,13,7,14,20,15
16294,V,19,4,23,12,24
16295,J,22,2,3,25,18
16296,W,8,6,0,8,26
16297,I,1,10,20,11,4
16298,K,0,18,13,9,3
16299,H,21,0,1,5,25
16300,N,23,19,2,16,10
16301,Y,2,9,24,14,5
16302,N,6,11,7,10,8
16303,P,19,4,23,12,24
16304,P,20,20,19,19,20
16305,U,5,1,18,8,2
16306,Z,7,13,15,18,27
16307,T,19,4,23,12,24
16308,G,0,18,13,9,3
16309,L,11,22,11,7,17
16310,L,22,2,3,25,19
16311,T,3,5,6,2,12
16312,Z,7,13,15,18,27
16313,P,20,23,19,19,20
16314,D,17,23,21,4,22
16315,N,6,11,7,10,8
16316,N,17,23,21,4,22
16317,C,14,16,8,1,1
16318,U,10,24,5,22,11
16319,G,9,8,16,26,0
16320,N,8,6,0,8,26
16321,D,17,23,21,4,22
16322,T,4,20,25,6,9
16323,G,5,1,18,23,2
16324,G,7,13,15,18,27
16325,A,0,17,13,9,3
16326,P,20,20,19,19,20
16327,R,9,7,16,26,0
16328,Q,3,3,6,5,25
16329,F,3,5,6,2,12
16330,L,0,18,13,9,3
16331,R,17,23,21,4,22
16332,K,15,3,12,5,13
16333,I,0,18,13,9,3
16334,W,23,19,2,15,10
16335,N,4,19,2,22,18
16336,I,9,8,20,26,0
16337,O,15,3,12,5,13
16338,D,5,1,18,16,12
16339,C,14,16,8,1,1
16340,D,1,10,12,11,13
16341,B,17,23,21,4,22
16342,B,1,10,20,11,4
16343,S,7,13,15,18,27
16344,N,6,11,7,10,8
16345,S,0,17,13,9,3
16346,J,18,14,9,17,7
16347,Q,17,23,21,4,22
16348,Y,19,12,22,3,16
16349,X,5,1,18,23,2
16350,G,3,5,6,2,12
16351,X,7,13,15,18,27
16352,C,5,1,18,23,2
16353,I,1,10,20,25,14
16354,Z,17,2,21,4,22
16355,P,20,20,19,19,20
16356,R,17,23,21,4,22
16357,D,9,7,16,26,15
16358,Z,7,13,15,18,27
16359,A,21,0,1,24,23
16360,N,8,6,0,8,26
16361,W,8,6,0,8,26
16362,U,19,8,10,12,24
16363,A,3,5,6,2,12
16364,C,14,16,8,1,1
16365,O,5,1,18,13,2
16366,L,1,0,20,24,23
16367,M,16,21,17,21,6
16368,U,4,24,10,22,9
16369,X,15,3,12,5,13
16370,H,12,5,6,2,12
16371,S,7,13,15,18,27
16372,X,9,8,16,26,0
16373,R,15,3,12,5,13
16374,I,1,10,20,11,14
16375,F,12,21,4,21,21
16376,Q,12,5,4,2,25
16377,Q,15,3,12,5,25
16378,Q,12,21,17,21,6
16379,B,17,23,21,4,22
16380,X,3,5,6,2,25
16381,V,10,9,5,6,11
16382,T,2,9,24,14,5
16383,Z,7,13,15,18,27
16384,B,9,8,16,26,0
16385,D,5,1,18,13,2
16386,D,5,1,18,13,2
16387,N,6,11,7,10,8
16388,H,6,11,7,10,8
16389,Y,2,9,24,14,5
16390,N,13,7,14,20,15
16391,W,8,6,0,8,26
16392,C,14,16,8,1,1
16393,S,7,13,15,18,27
16394,S,17,23,21,4,22
16395,W,23,19,2,15,10
16396,R,13,7,14,20,15
16397,C,4,20,25,22,18
16398,W,23,19,2,15,10
16399,F,10,4,5,6,11
16400,E,12,5,4,2,21
16401,I,0,18,13,9,3
16402,R,17,23,21,4,22
16403,L,22,2,3,25,19
16404,H,16,21,17,21,6
16405,E,1,10,20,11,4
16406,P,20,20,23,19,20
16407,F,10,4,5,12,24
16408,D,17,23,21,4,22
16409,I,1,10,20,11,4
16410,Z,21,23,21,0,19
16411,K,4,24,25,22,9
16412,L,22,0,20,25,4
16413,Y,10,24,5,6,11
16414,O,13,7,14,20,15
16415,A,21,0,1,24,23
16416,G,3,5,6,2,25
16417,K,3,5,6,16,25
16418,D,1,10,20,11,4
16419,L,3,5,6,2,12
16420,S,3,5,6,2,12
16421,N,15,3,12,13,13
16422,T,19,12,22,3,16
16423,J,22,2,3,25,14
16424,I,22,2,3,25,18
16425,Z,9,8,16,26,0
16426,G,5,1,18,5,25
16427,D,1,10,20,11,4
16428,E,14,16,8,1,1
16429,R,3,5,6,2,12
16430,O,5,1,18,23,2
16431,Q,13,7,14,20,15
16432,G,15,3,12,5,13
16433,P,20,20,19,19,20
16434,M,16,6,17,8,6
16435,B,0,18,13,9,3
16436,I,22,3,3,25,14
16437,V,2,9,24,14,5
16438,W,8,6,0,8,26
16439,L,15,3,12,5,13
16440,L,11,22,11,7,17
16441,F,19,4,23,12,24
16442,H,5,1,18,23,25
16443,F,15,3,12,5,25
16444,M,16,17,13,0,19
16445,T,12,5,4,2,21
16446,B,15,13,12,13,13
16447,U,4,24,25,22,9
16448,N,23,19,2,16,10
16449,K,3,5,6,2,25
16450,G,15,3,12,13,13
16451,E,14,16,8,1,1
16452,U,19,12,22,3,16
16453,L,11,22,11,7,17
16454,I,0,18,19,9,3
16455,U,4,24,18,22,9
16456,F,10,24,5,6,11
16457,U,12,21,4,23,21
16458,B,9,8,16,26,0
16459,M,16,19,2,16,10
16460,D,15,3,12,13,13
16461,P,19,4,23,12,24
16462,X,7,13,15,18,27
16463,F,1,4,23,12,24
16464,R,9,8,16,26,0
16465,L,22,17,3,0,19
16466,X,1,10,20,11,4
16467,L,11,22,11,7,17
16468,V,8,6,0,15,26
16469,I,22,3,3,25,14
16470,W,23,4,2,15,10
16471,O,5,1,18,23,2
16472,U,15,3,10,22,13
16473,R,15,3,12,13,13
16474,T,10,20,19,6,11
16475,C,15,3,12,13,13
16476,E,14,16,8,1,1
16477,W,23,19,2,15,10
16478,V,10,9,5,6,11
16479,E,7,18,15,9,27
16480,F,20,20,19,19,18
16481,C,3,5,6,5,25
16482,S,15,3,12,13,13
16483,K,5,1,18,23,2
16484,U,6,15,7,10,8
16485,T,10,20,5,6,11
16486,Y,19,12,22,3,16
16487,P,20,4,23,19,20
16488,V,10,4,5,12,11
16489,P,19,4,23,12,24
16490,B,12,18,4,9,21
16491,N,6,11,7,10,8
16492,C,14,16,8,1,1
16493,S,9,8,16,26,0
16494,E,1,10,20,11,4
16495,U,6,15,7,10,8
16496,O,13,7,14,20,15
16497,O,13,7,14,20,15
16498,H,16,21,17,21,6
16499,M,4,24,25,22,9
16500,M,6,11,7,10,8
16501,G,15,3,12,5,13
16502,Y,10,24,5,6,11
16503,L,11,22,11,7,17
16504,W,23,4,2,12,10
16505,Y,3,5,6,2,12
16506,G,9,8,16,26,0
16507,B,15,3,12,13,13
16508,A,13,0,14,24,23
16509,S,9,8,16,26,0
16510,V,10,24,5,6,11
16511,Z,1,10,20,11,4
16512,Z,17,2,25,4,22
16513,Z,4,24,25,22,9
16514,R,17,23,21,4,22
16515,N,3,5,6,16,12
16516,V,2,9,24,14,5
16517,P,13,7,14,20,15
16518,G,5,1,18,23,2
16519,I,17,2,25,4,22
16520,N,23,19,2,16,10
16521,X,17,23,21,4,22
16522,L,21,0,1,24,19
16523,V,19,12,22,3,16
16524,U,4,24,25,22,9
16525,U,4,24,10,22,9
16526,C,4,24,25,22,9
16527,K,15,3,12,5,13
16528,N,16,21,17,21,6
16529,C,14,16,8,1,1
16530,R,3,5,6,13,25
16531,J,18,14,9,17,7
16532,Z,12,5,4,2,12
16533,Y,4,24,25,6,11
16534,I,17,23,21,4,22
16535,E,5,1,18,23,2
16536,K,13,7,14,20,15
16537,G,0,18,13,9,3
16538,O,15,3,12,5,13
16539,C,14,16,8,1,1
16540,T,2,9,24,14,5
16541,T,19,12,22,3,16
16542,I,0,18,13,9,3
16543,E,14,16,8,1,1
16544,X,15,3,12,5,13
16545,I,13,3,14,5,14
16546,T,12,1,4,23,21
16547,V,19,12,22,3,16
16548,T,10,4,23,12,24
16549,L,1,0,20,24,23
16550,H,6,11,7,10,8
16551,D,5,1,18,13,2
16552,R,16,21,17,21,12
16553,L,0,18,13,9,3
16554,V,2,9,24,14,5
16555,G,9,8,16,26,0
16556,P,20,20,23,19,20
16557,L,11,22,11,7,17
16558,Z,17,23,21,4,22
16559,C,14,16,8,1,1
16560,C,9,8,16,26,0
16561,Z,17,2,21,4,22
16562,U,6,15,7,10,8
16563,D,12,21,4,21,21
16564,A,12,21,4,21,21
16565,N,23,19,2,16,10
16566,S,1,10,20,11,4
16567,R,15,3,12,5,13
16568,H,1,10,20,11,4
16569,F,16,21,17,8,6
16570,D,15,3,12,13,13
16571,D,5,1,18,13,2
16572,T,2,9,24,14,5
16573,M,3,5,6,2,12
16574,Q,3,5,6,16,12
16575,M,6,11,7,10,8
16576,C,14,16,10,1,1
16577,W,19,4,22,12,24
16578,S,4,2,25,22,9
16579,I,3,5,6,16,12
16580,K,5,1,18,23,2
16581,H,5,1,18,5,25
16582,A,21,0,1,24,23
16583,Y,10,24,5,22,11
16584,U,15,3,10,5,13
16585,B,17,23,21,4,22
16586,D,15,3,12,13,13
16587,O,13,7,14,20,15
16588,I,17,23,21,4,22
16589,R,16,21,17,21,6
16590,U,15,3,12,5,13
16591,Q,13,7,14,20,15
16592,A,21,0,1,24,23
16593,D,1,10,20,11,4
16594,O,9,7,16,26,15
16595,O,5,1,18,23,2
16596,B,12,21,4,21,21
16597,P,20,20,19,19,20
16598,L,22,0,3,25,19
16599,B,0,18,13,9,3
16600,P,20,20,19,19,20
16601,U,4,24,25,22,9
16602,D,15,3,12,13,13
16603,R,0,18,13,9,3
16604,O,15,3,12,13,13
16605,W,13,7,14,20,15
16606,M,23,19,2,16,10
16607,D,5,1,18,23,2
16608,P,20,3,12,19,20
16609,C,9,8,16,26,0
16610,P,13,7,14,20,15
16611,N,16,21,17,21,6
16612,I,22,3,3,25,14
16613,X,9,8,16,26,0
16614,K,5,1,18,23,2
16615,A,21,17,1,0,19
16616,F,12,5,4,2,21
16617,A,21,17,1,0,19
16618,G,15,3,12,5,13
16619,Z,1,10,20,11,4
16620,P,20,3,19,19,20
16621,M,6,11,7,10,8
16622,M,23,19,2,16,10
16623,F,10,4,5,6,11
16624,E,12,21,4,21,21
16625,C,14,16,16,26,1
16626,M,23,19,2,16,10
16627,M,16,21,17,21,6
16628,E,9,8,16,26,0
16629,J,4,24,25,22,9
16630,I,9,8,20,26,0
16631,K,0,18,13,8,3
16632,G,9,8,16,26,0
16633,X,15,3,12,5,13
16634,B,9,8,16,26,0
16635,A,17,23,21,4,22
16636,P,3,5,6,2,25
16637,L,11,22,11,7,17
16638,B,5,1,18,23,2
16639,N,23,7,2,20,15
16640,W,8,6,0,15,26
16641,K,3,5,6,2,25
16642,M,23,19,2,16,10
16643,O,5,1,18,23,2
16644,Y,4,24,25,8,9
16645,W,8,6,0,15,26
16646,U,6,15,7,10,8
16647,B,15,3,12,13,13
16648,T,3,5,6,16,12
16649,P,20,20,23,19,20
16650,E,0,18,13,9,3
16651,O,15,3,12,5,13
16652,F,20,20,19,19,18
16653,P,19,4,23,12,24
16654,G,12,21,4,21,21
16655,N,5,19,18,16,12
16656,R,15,3,12,5,13
16657,W,8,6,0,15,26
16658,D,5,1,18,13,2
16659,Y,3,5,6,2,12
16660,L,11,22,11,7,17
16661,H,5,1,18,23,2
16662,F,10,20,5,6,11
16663,J,18,14,9,17,7
16664,E,4,2,25,22,18
16665,X,0,18,13,9,3
16666,M,6,11,7,10,8
16667,R,3,5,6,2,25
16668,L,5,1,18,13,2
16669,V,2,9,24,14,5
16670,U,5,19,18,16,2
16671,A,21,0,1,24,23
16672,A,21,0,1,24,23
16673,J,18,14,9,17,7
16674,O,13,7,14,20,15
16675,J,18,14,9,17,7
16676,O,15,3,12,5,13
16677,K,4,10,10,22,4
16678,Z,1,10,20,11,4
16679,V,2,9,24,14,5
16680,L,12,21,4,21,21
16681,X,17,23,21,4,22
16682,F,3,5,6,2,12
16683,G,9,3,10,5,0
16684,X,13,7,14,20,15
16685,F,10,20,5,6,11
16686,E,4,24,25,22,9
16687,R,9,8,16,26,0
16688,K,12,21,4,2,21
16689,V,10,24,5,6,11
16690,G,14,16,8,1,1
16691,T,19,4,23,12,24
16692,U,4,24,25,22,9
16693,J,18,14,9,17,7
16694,A,21,0,1,0,19
16695,K,9,8,16,26,0
16696,I,22,3,3,25,14
16697,L,15,3,12,5,13
16698,R,15,3,12,5,13
16699,S,21,0,1,0,19
16700,T,10,4,23,12,24
16701,X,4,24,25,22,9
16702,L,11,22,11,7,17
16703,H,12,5,4,2,21
16704,V,8,20,0,15,26
16705,T,4,20,25,6,18
16706,P,20,20,19,19,20
16707,N,6,11,7,10,8
16708,L,11,22,11,7,17
16709,O,5,1,19,23,2
16710,H,1,10,20,11,4
16711,O,15,3,12,5,13
16712,G,5,1,18,23,2
16713,V,19,12,22,3,16
16714,O,0,18,0,9,3
16715,F,17,23,21,4,22
16716,P,3,5,6,2,25
16717,N,6,11,7,10,8
16718,T,10,20,5,6,11
16719,L,22,0,20,25,4
16720,J,18,14,9,17,7
16721,C,9,8,16,26,0
16722,H,6,11,7,10,8
16723,V,10,4,5,12,24
16724,F,3,5,6,2,25
16725,G,5,1,18,22,2
16726,T,2,12,22,3,16
16727,S,3,5,6,2,12
16728,B,1,10,20,11,4
16729,E,3,5,6,2,25
16730,M,13,7,14,20,15
16731,I,13,3,14,25,14
16732,P,3,5,6,2,12
16733,H,12,21,4,21,21
16734,D,3,5,6,13,12
16735,Q,13,7,14,20,15
16736,F,10,4,5,6,11
16737,P,19,4,23,12,24
16738,K,15,3,12,5,13
16739,H,13,7,14,20,15
16740,X,4,24,25,22,9
16741,G,15,3,12,5,13
16742,H,4,6,25,8,9
16743,Q,3,5,6,2,25
16744,N,15,3,18,5,13
16745,I,7,2,15,18,27
16746,G,3,5,6,2,25
16747,C,19,8,10,12,24
16748,X,3,5,6,2,25
16749,C,4,24,25,22,9
16750,T,2,9,24,14,5
16751,I,1,8,20,26,0
16752,J,1,10,20,11,4
16753,P,20,20,19,19,20
16754,Z,3,5,6,2,12
16755,H,16,21,17,21,6
16756,Y,10,24,5,6,11
16757,F,19,4,23,12,24
16758,L,11,22,11,7,17
16759,Z,7,2,15,18,18
16760,C,14,16,8,1,1
16761,F,10,4,5,6,11
16762,J,1,10,20,11,4
16763,B,9,8,16,26,0
16764,U,6,15,7,10,8
16765,N,8,6,0,8,26
16766,H,0,18,13,9,3
16767,L,1,0,20,24,23
16768,M,23,19,2,16,10
16769,A,21,17,1,0,19
16770,M,23,7,2,20,10
16771,O,8,6,0,8,26
16772,H,1,10,20,11,4
16773,Q,12,21,4,21,21
16774,E,12,5,4,2,21
16775,Z,4,24,25,22,9
16776,L,14,2,8,1,1
16777,D,17,23,21,4,22
16778,J,1,10,20,11,4
16779,W,23,19,2,15,10
16780,U,6,15,7,10,8
16781,B,5,1,18,23,2
16782,S,0,17,13,0,19
16783,C,19,4,10,12,24
16784,Y,12,21,4,21,21
16785,J,5,1,18,23,2
16786,P,20,4,23,12,24
16787,W,23,19,2,15,10
16788,B,0,23,13,9,3
16789,R,15,3,12,13,2
16790,W,8,6,0,8,26
16791,R,17,23,21,4,22
16792,R,12,21,4,21,21
16793,S,12,5,4,2,12
16794,P,20,20,19,19,20
16795,P,20,4,23,19,24
16796,T,10,4,23,12,24
16797,B,15,3,12,13,13
16798,R,15,3,12,5,13
16799,G,15,3,12,13,13
16800,H,5,19,18,16,12
16801,C,14,24,25,22,9
16802,I,9,8,20,26,0
16803,X,1,10,20,11,4
16804,E,7,13,15,18,27
16805,W,8,6,0,15,26
16806,P,4,24,25,8,9
16807,Z,7,2,15,18,18
16808,H,9,8,16,26,13
16809,T,10,20,5,6,11
16810,Q,5,1,4,23,2
16811,B,9,8,16,26,0
16812,V,2,9,24,14,5
16813,L,22,2,3,25,17
16814,L,21,0,1,24,23
16815,N,13,7,14,20,15
16816,O,5,1,18,23,2
16817,X,3,5,6,2,12
